hotel_id,name,location,coordinates,star_rating,review_score,review_count,property_type,distance_to_center,distance_to_airport,chain_brand,amenities,sustainability_rating,city,country
H00944,Garden Singapore House,"Singapore, Singapore","[1.350475, 103.730828]",4.0,8.9,730,Hotel,9.3,15.7,St. Regis,"Laundry,Room Service,Beach Access,Conference Rooms,Kitchen,Pool,Pet Friendly,Restaurant,Airport Shuttle,Balcony,Bar,Parking,Gym",1.8,Singapore,Singapore
H00945,Taylor and Sons Hotel,"Los Angeles, USA","[34.140284, -118.252264]",5.0,9.4,877,Hotel,12.1,26.9,St. Regis,"Spa,Airport Shuttle,Balcony,Conference Rooms,Gym,24h Front Desk,Bar,Room Service,Breakfast,WiFi,Kitchen,Air Conditioning,Pool,Business Center",3.5,Los Angeles,USA
H00946,Crown Vienna Resort,"Vienna, Austria","[48.165641, 16.334471]",4.0,9.4,971,Apartment,10.8,23.7,Marriott,"Restaurant,Pet Friendly,Parking,Laundry,Concierge,Conference Rooms,Pool,Balcony,Gym,Room Service,24h Front Desk,Spa",1.2,Vienna,Austria
H00947,Rome Palace Manor,"Rome, Italy","[41.941731, 12.440287]",3.0,8.4,1968,Resort,1.5,17.5,Ritz-Carlton,"Pet Friendly,Balcony,Restaurant,Breakfast,Pool",1.7,Rome,Italy
H00948,Silver Madrid Suites,"Madrid, Spain","[40.308698, -3.65437]",4.0,9.0,1695,Hotel,4.5,37.9,Westin,"Pet Friendly,Bar,Spa,Breakfast,Business Center,Concierge,24h Front Desk,Beach Access",2.9,Madrid,Spain
H00949,Barcelona Royal Inn,"Barcelona, Spain","[41.361778, 2.152154]",3.0,8.0,673,Hotel,2.6,21.8,St. Regis,"Pool,24h Front Desk,Parking,Breakfast,Concierge,Laundry,Business Center,Air Conditioning,Bar,Gym",2.7,Barcelona,Spain
H00950,Vienna Park Suites,"Vienna, Austria","[48.206576, 16.472985]",4.0,9.6,200,Apartment,1.2,30.0,W Hotels,"Room Service,Gym,Pool,Concierge,Restaurant,Breakfast,Business Center,Laundry,Spa",3.8,Vienna,Austria
H00951,Rome Park Hotel,"Rome, Italy","[41.984356, 12.45975]",2.0,7.9,597,Hotel,1.3,50.1,W Hotels,"Business Center,Pet Friendly,Gym,Beach Access",2.9,Rome,Italy
H00952,Garden Berlin Inn,"Berlin, Germany","[52.497418, 13.33638]",4.0,9.0,288,Hotel,9.6,31.6,InterContinental,"Room Service,Laundry,Restaurant,Conference Rooms,Airport Shuttle,WiFi,Air Conditioning,Pool,Balcony,Kitchen,Pet Friendly,24h Front Desk,Business Center",3.0,Berlin,Germany
H00953,Ramsey Whitney and Coffey Manor,"Istanbul, Turkey","[41.059918, 29.026475]",5.0,10.0,620,Apartment,0.4,20.1,Four Seasons,"Beach Access,Laundry,Restaurant,Gym,Airport Shuttle,Breakfast,Kitchen,WiFi,Room Service,Concierge,Pool,Business Center,Pet Friendly",2.6,Istanbul,Turkey
H00954,Diaz Gibbs and Smith Suites,"Vienna, Austria","[48.1574, 16.357605]",3.0,8.5,389,Hotel,4.5,19.9,Ibis,"Business Center,Balcony,Spa,Gym,Pet Friendly,Kitchen,Concierge,Airport Shuttle",3.4,Vienna,Austria
H00955,Garden Paris Resort,"Paris, France","[48.832878, 2.368191]",4.0,9.5,1033,Hostel,3.6,21.8,W Hotels,"Spa,Conference Rooms,Breakfast,Kitchen,Airport Shuttle,Room Service,Air Conditioning,Restaurant,Bar,Pool,WiFi,Concierge,Business Center",3.0,Paris,France
H00956,Martinez Richardson and Curry Suites,"Sydney, Australia","[-33.936902, 151.212339]",2.0,8.6,15,Hotel,1.4,26.4,Independent,"Conference Rooms,Spa,Air Conditioning",2.0,Sydney,Australia
H00957,Bangkok Crown House,"Bangkok, Thailand","[13.760081, 100.52533]",4.0,9.4,773,Hostel,1.9,21.0,Accor,"24h Front Desk,Pool,Spa,Kitchen,Balcony,Breakfast,Beach Access,Air Conditioning,Bar,Parking,Airport Shuttle,Room Service,Conference Rooms",1.5,Bangkok,Thailand
H00958,Richards-Carson House,"Los Angeles, USA","[34.08768, -118.197299]",5.0,10.0,4166,Hotel,2.9,18.3,Courtyard,"Breakfast,Balcony,Pool,24h Front Desk,Concierge,Airport Shuttle,WiFi,Spa,Parking,Gym,Air Conditioning,Bar,Kitchen,Laundry,Beach Access",4.2,Los Angeles,USA
H00959,Rodriguez-Hall Inn,"Dubai, UAE","[25.293123, 55.294834]",3.0,8.5,838,Villa,1.2,25.2,Sheraton,"Pet Friendly,Beach Access,Business Center,Conference Rooms,Laundry,24h Front Desk,WiFi,Bar",1.3,Dubai,UAE
H00960,Rome Garden Manor,"Rome, Italy","[41.853453, 12.38361]",5.0,10.0,102,Hotel,7.2,43.1,Sheraton,"Kitchen,Beach Access,Airport Shuttle,24h Front Desk,Pet Friendly,Balcony,Concierge,Gym,Business Center,Pool,Bar,Parking,Spa,Laundry,Room Service,WiFi,Restaurant",2.2,Rome,Italy
H00961,Plaza Singapore Lodge,"Singapore, Singapore","[1.305712, 103.824878]",4.0,9.1,101,Hotel,2.8,44.4,St. Regis,"Room Service,Conference Rooms,Air Conditioning,Pet Friendly,Airport Shuttle,24h Front Desk,Business Center,Bar,Gym,Balcony,Laundry,WiFi,Pool",1.2,Singapore,Singapore
H00962,Harvey PLC Manor,"Vienna, Austria","[48.214993, 16.351987]",3.0,8.9,852,Hotel,2.2,21.9,Novotel,"Kitchen,Beach Access,Bar,24h Front Desk,Gym,Spa,Pool,Concierge",3.4,Vienna,Austria
H00963,Premier Barcelona House,"Barcelona, Spain","[41.441242, 2.254052]",4.0,8.8,642,Apartment,0.8,27.2,Hampton Inn,"Restaurant,Airport Shuttle,Kitchen,Pet Friendly,24h Front Desk,Gym,Room Service",4.4,Barcelona,Spain
H00964,Imperial São Paulo Manor,"São Paulo, Brazil","[-23.558841, -46.6339]",2.0,7.1,563,Hotel,1.2,15.1,Courtyard,"Breakfast,Gym,Airport Shuttle,Business Center,Laundry,Concierge,WiFi",1.1,São Paulo,Brazil
H00965,Grand London Inn,"London, UK","[51.534704, -0.151085]",4.0,10.0,2475,Hostel,1.4,31.5,Renaissance,"Air Conditioning,Business Center,Breakfast,Kitchen,Balcony,Beach Access,Airport Shuttle,24h Front Desk",2.7,London,UK
H00966,Golden London Lodge,"London, UK","[51.473178, -0.052029]",3.0,9.0,335,Resort,0.2,12.3,Novotel,"Beach Access,Air Conditioning,Laundry,Concierge,Room Service,Breakfast",4.7,London,UK
H00967,Premier Mumbai Resort,"Mumbai, India","[19.039993, 72.913051]",3.0,8.3,1090,Hotel,5.8,27.5,Holiday Inn,"24h Front Desk,Conference Rooms,Pet Friendly,Breakfast,Concierge,Bar,Laundry,Spa,Air Conditioning,Balcony,Kitchen",2.9,Mumbai,India
H00968,Herman-Walker Manor,"Amsterdam, Netherlands","[52.269085, 4.916445]",3.0,7.8,964,Villa,0.8,12.6,Best Western,"Kitchen,Breakfast,Restaurant,Spa,Air Conditioning,Conference Rooms,Bar,Pool",3.7,Amsterdam,Netherlands
H00969,Istanbul Central Suites,"Istanbul, Turkey","[41.043519, 28.974213]",4.0,9.1,1010,Resort,2.7,21.8,Radisson,"Business Center,Laundry,Conference Rooms,Pool,Breakfast,Parking,Beach Access,Concierge,Air Conditioning,Room Service,Balcony,Gym,WiFi,Restaurant,Spa",2.2,Istanbul,Turkey
H00970,Garden New York Inn,"New York, USA","[40.755782, -73.986752]",3.0,8.8,972,Hotel,6.1,28.5,St. Regis,"Pet Friendly,Gym,Conference Rooms,Kitchen,WiFi,Beach Access,Parking,Business Center,Room Service,Breakfast,Laundry",2.4,New York,USA
H00971,Reid Group Resort,"Vienna, Austria","[48.155361, 16.417029]",5.0,10.0,222,Hotel,1.1,33.7,Independent,"Airport Shuttle,Business Center,Balcony,Concierge,Restaurant,24h Front Desk,Conference Rooms,Beach Access,Parking,Bar,WiFi,Pet Friendly,Laundry,Air Conditioning,Kitchen,Breakfast,Room Service,Gym,Pool",3.7,Vienna,Austria
H00972,Madrid Premier Suites,"Madrid, Spain","[40.433159, -3.601939]",3.0,8.5,2902,Villa,3.3,21.4,Radisson,"Bar,WiFi,Air Conditioning,Spa,Airport Shuttle,Pool,Laundry,Room Service,Parking,Kitchen",4.7,Madrid,Spain
H00973,Prague Royal Resort,"Prague, Czech Republic","[50.079006, 14.445633]",3.0,6.9,752,Hotel,1.9,40.9,Courtyard,"Bar,Spa,Parking,Pet Friendly,Beach Access,Balcony",4.2,Prague,Czech Republic
H00974,Grand Singapore Lodge,"Singapore, Singapore","[1.322713, 103.74764]",5.0,10.0,3868,Resort,7.7,39.5,Marriott,"Room Service,Business Center,Pet Friendly,Gym,Airport Shuttle,Breakfast,24h Front Desk,Pool,Conference Rooms,Restaurant,WiFi,Parking,Kitchen,Bar,Balcony",3.8,Singapore,Singapore
H00975,London Silver Suites,"London, UK","[51.437048, -0.213103]",3.0,8.6,1458,B&B,1.3,31.4,Sheraton,"Airport Shuttle,24h Front Desk,Parking,WiFi,Pet Friendly,Concierge,Pool",1.7,London,UK
H00976,Istanbul Silver Hotel,"Istanbul, Turkey","[41.015524, 28.962925]",4.0,9.3,2370,Hotel,0.9,4.0,St. Regis,"Room Service,Pet Friendly,Spa,Restaurant,Breakfast,Parking,Gym,Business Center,Air Conditioning,Concierge,Conference Rooms,Airport Shuttle",4.6,Istanbul,Turkey
H00977,Imperial Tokyo Lodge,"Tokyo, Japan","[35.672789, 139.642541]",3.0,7.2,287,Hotel,5.1,39.8,Holiday Inn,"Parking,Beach Access,Spa,Pet Friendly,Bar,Breakfast,Conference Rooms,Gym,Pool,Business Center",3.9,Tokyo,Japan
H00978,Garden Los Angeles Resort,"Los Angeles, USA","[33.97808, -118.237144]",3.0,8.8,538,Apartment,0.1,26.4,Novotel,"Kitchen,24h Front Desk,Laundry,Spa,Gym,Bar,Balcony,Beach Access,Air Conditioning",2.3,Los Angeles,USA
H00979,Turner Ortiz and Taylor Inn,"Paris, France","[48.913678, 2.299315]",4.0,9.5,5000,Hotel,6.2,18.4,Holiday Inn,"Pet Friendly,Pool,Air Conditioning,Spa,Gym,Airport Shuttle,Laundry,Bar,Conference Rooms,Parking,Concierge,Beach Access,Room Service",3.9,Paris,France
H00980,Golden Berlin Suites,"Berlin, Germany","[52.583463, 13.413167]",3.0,9.1,311,Hotel,0.1,38.8,Independent,"Laundry,Room Service,Parking,Concierge,24h Front Desk,Breakfast,Beach Access,Pool,Business Center,WiFi,Pet Friendly",2.7,Berlin,Germany
H00981,Central Singapore Manor,"Singapore, Singapore","[1.433531, 103.829042]",4.0,10.0,274,Hotel,3.0,21.6,Hilton,"Parking,Air Conditioning,Beach Access,Pool,Balcony,Spa,Breakfast,Restaurant,Kitchen,Pet Friendly,Conference Rooms",2.8,Singapore,Singapore
H00982,Istanbul Imperial Resort,"Istanbul, Turkey","[41.06531, 28.941666]",5.0,10.0,587,Hotel,1.1,43.6,Holiday Inn,"WiFi,Pool,Parking,24h Front Desk,Room Service,Bar,Conference Rooms,Beach Access,Airport Shuttle,Air Conditioning,Concierge,Kitchen,Gym,Restaurant,Business Center,Balcony",4.6,Istanbul,Turkey
H00983,Palace New York Manor,"New York, USA","[40.694585, -73.904745]",4.0,9.7,2311,Hotel,2.8,13.4,Holiday Inn,"Room Service,Air Conditioning,Beach Access,WiFi,Pool,Laundry,Kitchen,Spa,Pet Friendly,Breakfast,Restaurant",4.3,New York,USA
H00984,Torres Group Suites,"Madrid, Spain","[40.326018, -3.64099]",3.0,9.0,261,Apartment,1.2,20.1,W Hotels,"24h Front Desk,Business Center,Pet Friendly,Beach Access,Pool,Gym,Laundry,Parking,Spa,Balcony",3.1,Madrid,Spain
H00985,Vienna Palace House,"Vienna, Austria","[48.204629, 16.300455]",2.0,7.7,709,Villa,2.4,28.1,Four Seasons,"Room Service,Conference Rooms,Concierge,WiFi,Kitchen,Air Conditioning",3.6,Vienna,Austria
H00986,Royal Barcelona Hotel,"Barcelona, Spain","[41.388387, 2.19763]",2.0,7.7,952,B&B,0.3,33.6,Sheraton,"Beach Access,WiFi,24h Front Desk,Pool,Laundry,Gym,Airport Shuttle,Pet Friendly,Spa",3.7,Barcelona,Spain
H00987,Davis PLC Inn,"Miami, USA","[25.82384, -80.110914]",3.0,8.2,874,Hotel,0.9,20.1,St. Regis,"Gym,Bar,Kitchen,Airport Shuttle,Breakfast,Pet Friendly,Restaurant,Balcony",3.0,Miami,USA
H00988,Vienna Palace Hotel,"Vienna, Austria","[48.25538, 16.346502]",5.0,9.3,1398,Villa,4.5,27.4,Novotel,"Parking,Breakfast,Conference Rooms,Spa,Balcony,Room Service,Concierge,Air Conditioning,Pool,Kitchen,Business Center,24h Front Desk,Gym,Restaurant,WiFi",1.9,Vienna,Austria
H00989,Price Manor,"Madrid, Spain","[40.366211, -3.720203]",2.0,8.1,26,Apartment,0.9,43.7,Ritz-Carlton,"Gym,Beach Access,Business Center,Concierge,Pet Friendly,Kitchen,Air Conditioning,Breakfast",2.7,Madrid,Spain
H00990,Crown Rome Hotel,"Rome, Italy","[41.865085, 12.488877]",4.0,8.9,1737,Hotel,3.6,32.9,Novotel,"Room Service,Airport Shuttle,Pool,WiFi,Restaurant,Bar,Concierge,Air Conditioning,Gym,Laundry,Business Center",4.8,Rome,Italy
H00991,Singapore Garden Hotel,"Singapore, Singapore","[1.421705, 103.805724]",3.0,8.0,889,Hotel,2.1,35.6,Renaissance,"Restaurant,Parking,Balcony,Gym,Business Center,Kitchen,Airport Shuttle,Spa,Bar",2.8,Singapore,Singapore
H00992,São Paulo Crown Hotel,"São Paulo, Brazil","[-23.546408, -46.610135]",3.0,8.2,168,Apartment,1.9,21.9,Ibis,"Balcony,Parking,Kitchen,Bar,Restaurant,Conference Rooms",2.4,São Paulo,Brazil
H00993,Park Bangkok Hotel,"Bangkok, Thailand","[13.765085, 100.559344]",3.0,8.7,2088,Hotel,9.1,24.3,W Hotels,"Kitchen,WiFi,Bar,Airport Shuttle,Pet Friendly,Breakfast,Gym,Pool,Balcony",4.6,Bangkok,Thailand
H00994,Silver Paris Suites,"Paris, France","[48.843429, 2.305408]",3.0,7.9,852,Hostel,3.4,20.4,Accor,"24h Front Desk,Breakfast,Spa,Business Center,Pool,Parking,Conference Rooms,Air Conditioning,WiFi,Airport Shuttle,Balcony,Room Service",1.8,Paris,France
H00995,Amsterdam Park Inn,"Amsterdam, Netherlands","[52.333416, 4.881105]",5.0,10.0,181,Hotel,1.1,32.3,Sheraton,"Air Conditioning,Conference Rooms,Pet Friendly,Laundry,Beach Access,Balcony,Gym,Business Center,Breakfast,Bar,Spa,Concierge,Restaurant",4.3,Amsterdam,Netherlands
H00996,Dubai Crown Inn,"Dubai, UAE","[25.127915, 55.226818]",4.0,8.8,4050,Resort,2.7,5.5,Westin,"WiFi,Concierge,Parking,Restaurant,Pool,Business Center,Room Service,Pet Friendly,Conference Rooms,Spa",2.3,Dubai,UAE
H00997,Singapore Golden Resort,"Singapore, Singapore","[1.350922, 103.806071]",4.0,9.4,289,Hotel,0.7,15.0,Renaissance,"Concierge,Beach Access,Laundry,Kitchen,Balcony,Room Service,Business Center,Bar,24h Front Desk,Pet Friendly",1.1,Singapore,Singapore
H00998,Avery Horton and Fernandez House,"Rome, Italy","[41.909141, 12.478083]",2.0,7.7,68,B&B,8.7,32.9,Independent,"Room Service,Breakfast,Beach Access",4.1,Rome,Italy
H00999,Newton Moore and Perry House,"Dubai, UAE","[25.100294, 55.238073]",4.0,9.3,1038,Hotel,0.1,23.5,Independent,"Laundry,Kitchen,Concierge,Pet Friendly,Parking,Spa,Room Service,Gym,Business Center,Pool,Conference Rooms,Balcony,Restaurant",2.8,Dubai,UAE
H01000,Sydney Garden Hotel,"Sydney, Australia","[-33.85143, 151.199347]",3.0,8.5,1958,Hotel,1.1,30.1,Westin,"Pool,Room Service,Breakfast,Airport Shuttle,Bar,Balcony,Kitchen",1.7,Sydney,Australia
H01001,Bass PLC Resort,"Singapore, Singapore","[1.27034, 103.742053]",5.0,9.8,3079,Hotel,9.1,27.6,Four Seasons,"Breakfast,Bar,Conference Rooms,Restaurant,24h Front Desk,Parking,Air Conditioning,Concierge,Spa,Gym,Room Service,Beach Access",2.6,Singapore,Singapore
H01002,Grand Prague Inn,"Prague, Czech Republic","[50.064076, 14.471153]",2.0,6.8,963,Hotel,4.4,27.3,Hyatt,"Beach Access,Balcony,Pool,Spa,Gym,Kitchen",2.7,Prague,Czech Republic
H01003,Plaza Prague Hotel,"Prague, Czech Republic","[50.008722, 14.404347]",4.0,8.9,4780,Hotel,7.6,21.9,St. Regis,"Pet Friendly,Room Service,Restaurant,Breakfast,Parking,Concierge,Pool,Bar,Air Conditioning,24h Front Desk,Beach Access,Business Center,Conference Rooms,Gym,Airport Shuttle",4.7,Prague,Czech Republic
H01004,Crosby-Ramirez Hotel,"Madrid, Spain","[40.485255, -3.715068]",4.0,10.0,310,Apartment,2.8,11.6,Radisson,"Restaurant,Bar,Concierge,Spa,Kitchen,Gym,Conference Rooms,Air Conditioning,Airport Shuttle,Business Center,Beach Access",3.8,Madrid,Spain
H01005,Wood Ramos and Sampson House,"Los Angeles, USA","[34.021868, -118.244936]",3.0,8.3,167,Resort,2.8,18.2,Best Western,"Spa,Pool,Restaurant,24h Front Desk,Air Conditioning,Room Service,Business Center,Gym",4.1,Los Angeles,USA
H01006,Plaza Los Angeles Manor,"Los Angeles, USA","[34.092259, -118.218766]",4.0,8.2,191,Hotel,5.5,23.7,Novotel,"Breakfast,Beach Access,Bar,Laundry,WiFi,Business Center,Airport Shuttle,Parking,Kitchen,Pet Friendly,Pool,Concierge,24h Front Desk,Balcony",3.4,Los Angeles,USA
H01007,Garcia-Jennings Lodge,"Berlin, Germany","[52.529915, 13.539399]",3.0,7.9,485,Hotel,0.3,8.0,Ibis,"Spa,Room Service,Airport Shuttle,Parking,Gym,Bar,Balcony,24h Front Desk",4.7,Berlin,Germany
H01008,Winters Newman and Brown Inn,"Madrid, Spain","[40.380063, -3.694368]",3.0,9.2,1095,Hotel,0.3,26.2,Accor,"Pet Friendly,Conference Rooms,Room Service,Balcony,Breakfast,Air Conditioning,WiFi,Business Center,Bar,Gym,Concierge",3.7,Madrid,Spain
H01009,Sydney Silver Hotel,"Sydney, Australia","[-33.938138, 151.203723]",2.0,7.7,374,Apartment,2.1,32.7,W Hotels,"Airport Shuttle,Pool,Conference Rooms,Laundry,Gym,Bar",4.6,Sydney,Australia
H01010,London Golden House,"London, UK","[51.507026, -0.107635]",4.0,8.3,304,Apartment,6.8,-3.2,Ibis,"Parking,24h Front Desk,Room Service,Air Conditioning,Breakfast,Kitchen,WiFi,Pet Friendly,Airport Shuttle,Restaurant",2.7,London,UK
H01011,Royal Sydney Suites,"Sydney, Australia","[-33.879744, 151.221456]",2.0,7.5,306,B&B,0.3,7.6,Hyatt,"Airport Shuttle,Restaurant,Pet Friendly,Conference Rooms,Room Service,Business Center",4.6,Sydney,Australia
H01012,Prague Silver Hotel,"Prague, Czech Republic","[50.040986, 14.428623]",5.0,9.9,1479,Hotel,0.4,13.1,Radisson,"Balcony,Spa,WiFi,Restaurant,Breakfast,Air Conditioning,Pool,Gym,Bar,Concierge,24h Front Desk,Laundry,Airport Shuttle,Room Service,Kitchen,Pet Friendly,Beach Access",3.7,Prague,Czech Republic
H01013,Premier Mumbai Hotel,"Mumbai, India","[19.163557, 72.84883]",3.0,8.6,1165,Hotel,5.3,9.0,Sheraton,"Laundry,Airport Shuttle,Spa,Kitchen,Pool,Pet Friendly",3.2,Mumbai,India
H01014,Garden New York Lodge,"New York, USA","[40.787307, -74.022789]",4.0,8.6,504,Hotel,8.5,19.6,Sheraton,"Gym,WiFi,Concierge,Business Center,Room Service,Breakfast,Pet Friendly,Pool,Air Conditioning,Bar,Conference Rooms,Spa,Balcony,Kitchen",2.2,New York,USA
H01015,Lopez-Martinez Resort,"Miami, USA","[25.773365, -80.11907]",4.0,8.9,610,Hotel,21.9,32.0,InterContinental,"Parking,Breakfast,Pool,Laundry,Bar,Conference Rooms,WiFi,Kitchen,Gym,Spa,Restaurant,Pet Friendly",3.7,Miami,USA
H01016,Park New York Lodge,"New York, USA","[40.695424, -73.945178]",3.0,8.5,1933,Hotel,0.1,15.3,Hampton Inn,"Room Service,Bar,Airport Shuttle,Business Center,Breakfast,Beach Access,Kitchen,Parking",3.4,New York,USA
H01017,Premier Rome Suites,"Rome, Italy","[41.973692, 12.461424]",5.0,9.3,228,Resort,5.8,40.3,Marriott,"Concierge,Conference Rooms,Pet Friendly,Business Center,WiFi,Airport Shuttle,Laundry,Restaurant,24h Front Desk,Gym,Pool,Air Conditioning,Parking,Spa,Beach Access,Breakfast,Room Service",1.4,Rome,Italy
H01018,New York Premier Resort,"New York, USA","[40.733827, -73.913595]",5.0,10.0,5000,Hostel,7.1,15.4,Renaissance,"Airport Shuttle,Breakfast,Pet Friendly,Gym,Conference Rooms,Kitchen,Concierge,Bar,Business Center,24h Front Desk,Laundry,Beach Access,Parking,Balcony",3.0,New York,USA
H01019,Mumbai Park Suites,"Mumbai, India","[19.117713, 72.903792]",4.0,9.3,787,Hotel,1.7,31.8,Marriott,"Bar,Pool,Pet Friendly,Concierge,Laundry,Air Conditioning,Business Center,Beach Access,Room Service,Balcony,Airport Shuttle",3.2,Mumbai,India
H01020,Berlin Palace Hotel,"Berlin, Germany","[52.520705, 13.433547]",5.0,9.6,2508,Hotel,5.9,41.1,Four Seasons,"Airport Shuttle,24h Front Desk,Restaurant,Breakfast,Pet Friendly,WiFi,Room Service,Balcony,Beach Access,Gym,Air Conditioning,Parking,Spa,Laundry,Concierge,Business Center",4.3,Berlin,Germany
H01021,Singapore Imperial Suites,"Singapore, Singapore","[1.338325, 103.875679]",3.0,8.7,509,Apartment,0.9,25.0,Hilton,"Bar,Parking,Kitchen,Conference Rooms,Business Center,Spa,Air Conditioning,Breakfast",1.4,Singapore,Singapore
H01022,Davis-Lewis Inn,"Dubai, UAE","[25.195942, 55.249348]",4.0,8.3,109,Hotel,3.1,17.9,Hampton Inn,"Spa,Gym,Airport Shuttle,Air Conditioning,Parking,Breakfast,Beach Access,Conference Rooms,Business Center,Concierge,Room Service,Pet Friendly,WiFi",4.7,Dubai,UAE
H01023,São Paulo Grand Suites,"São Paulo, Brazil","[-23.552608, -46.631624]",4.0,9.4,1506,Resort,3.3,19.6,Best Western,"Concierge,Spa,Restaurant,Balcony,Parking,Bar,Pet Friendly,Laundry,Beach Access,Gym,24h Front Desk",4.1,São Paulo,Brazil
H01024,Harper Smith and Buchanan House,"Sydney, Australia","[-33.8739, 151.256248]",4.0,9.2,491,Apartment,2.2,21.1,W Hotels,"Business Center,Room Service,Airport Shuttle,Beach Access,Kitchen,Air Conditioning,Balcony,24h Front Desk,Restaurant,Conference Rooms,Bar,Parking,Spa",1.5,Sydney,Australia
H01025,Zhang PLC Hotel,"Amsterdam, Netherlands","[52.309927, 4.982478]",3.0,8.2,1398,Hotel,0.5,24.0,Ritz-Carlton,"Breakfast,Business Center,Beach Access,Air Conditioning,Balcony,Laundry,WiFi,Bar,Conference Rooms,Pool,Room Service",4.6,Amsterdam,Netherlands
H01026,Miami Grand Suites,"Miami, USA","[25.742276, -80.200359]",3.0,8.4,2248,Hotel,0.2,13.8,Renaissance,"Laundry,Conference Rooms,Gym,Beach Access,24h Front Desk,Air Conditioning,Spa,Balcony,Restaurant",1.2,Miami,USA
H01027,Amsterdam Golden Resort,"Amsterdam, Netherlands","[52.260651, 4.894274]",3.0,8.8,2174,Resort,6.5,14.9,Westin,"WiFi,Airport Shuttle,Pet Friendly,Air Conditioning,Restaurant,24h Front Desk,Balcony,Bar",3.5,Amsterdam,Netherlands
H01028,Jones PLC Hotel,"São Paulo, Brazil","[-23.626987, -46.757673]",4.0,9.0,5000,Resort,0.9,37.7,Hampton Inn,"Beach Access,Spa,Parking,Pool,Room Service,Conference Rooms,24h Front Desk,Laundry,Restaurant,Breakfast,Air Conditioning",1.4,São Paulo,Brazil
H01029,Willis and Sons Resort,"Barcelona, Spain","[41.373545, 2.171081]",3.0,8.2,781,Hotel,0.6,27.5,Accor,"Room Service,Restaurant,Parking,WiFi,Balcony,Airport Shuttle,Laundry,24h Front Desk,Beach Access,Pool,Bar",4.8,Barcelona,Spain
H01030,Singapore Grand House,"Singapore, Singapore","[1.396429, 103.747239]",5.0,9.5,2931,Hotel,2.6,31.5,Holiday Inn,"Kitchen,Bar,Laundry,Airport Shuttle,Spa,Beach Access,Restaurant,Business Center,Concierge,Air Conditioning,Parking,24h Front Desk,Pet Friendly,Pool,Conference Rooms,Room Service",4.3,Singapore,Singapore
H01031,Istanbul Central Lodge,"Istanbul, Turkey","[40.987627, 28.951009]",4.0,8.8,1151,Hotel,0.7,20.1,Hilton,"Air Conditioning,Pet Friendly,Restaurant,Airport Shuttle,24h Front Desk,Conference Rooms,WiFi,Balcony,Room Service",3.0,Istanbul,Turkey
H01032,Vienna Royal Resort,"Vienna, Austria","[48.176848, 16.371162]",3.0,8.7,54,Resort,1.0,37.0,Radisson,"Airport Shuttle,Breakfast,Pool,Balcony,Kitchen,Pet Friendly,Laundry",3.3,Vienna,Austria
H01033,Central Tokyo House,"Tokyo, Japan","[35.669327, 139.662614]",4.0,9.0,3143,Villa,0.3,24.9,Hyatt,"Balcony,Bar,Business Center,Gym,Pet Friendly,Breakfast,Laundry",1.4,Tokyo,Japan
H01034,Schroeder-Kramer Suites,"Miami, USA","[25.706363, -80.172627]",3.0,7.9,2687,Hotel,3.5,27.9,Sheraton,"24h Front Desk,Kitchen,Pool,Balcony,Concierge,Airport Shuttle,Beach Access,Room Service,Pet Friendly,Gym,Conference Rooms",2.6,Miami,USA
H01035,Palace Tokyo House,"Tokyo, Japan","[35.639841, 139.641962]",3.0,7.9,335,Hotel,6.0,52.7,Renaissance,"Conference Rooms,Business Center,Breakfast,Pool,WiFi,Air Conditioning,Airport Shuttle,Pet Friendly,Spa,Kitchen",3.3,Tokyo,Japan
H01036,Smith Garrison and Thomas Manor,"Berlin, Germany","[52.507422, 13.435554]",4.0,8.8,163,Hotel,1.1,19.2,Ibis,"Restaurant,Balcony,Airport Shuttle,Kitchen,24h Front Desk,Air Conditioning,Breakfast,Concierge,Room Service,WiFi,Conference Rooms,Beach Access",2.9,Berlin,Germany
H01037,Istanbul Grand Manor,"Istanbul, Turkey","[41.051539, 29.051635]",4.0,9.9,415,Hotel,1.7,20.8,Independent,"Gym,Pool,Room Service,Breakfast,Kitchen,Spa,Parking,Business Center,WiFi,Bar,Balcony,Airport Shuttle,Beach Access",1.0,Istanbul,Turkey
H01038,Fernandez and Sons Inn,"Vienna, Austria","[48.228082, 16.350663]",2.0,7.4,457,Hotel,1.5,31.5,Holiday Inn,"Conference Rooms,Kitchen,Pet Friendly,Balcony,24h Front Desk,Gym",3.0,Vienna,Austria
H01039,Grand Rome Suites,"Rome, Italy","[41.99986, 12.501019]",5.0,10.0,428,Hotel,3.0,17.4,InterContinental,"Airport Shuttle,Conference Rooms,24h Front Desk,Spa,Parking,Business Center,WiFi,Laundry,Air Conditioning,Beach Access,Breakfast,Room Service,Balcony",4.9,Rome,Italy
H01040,Guerrero Resort,"Rome, Italy","[41.867299, 12.5029]",3.0,7.9,1756,Hotel,3.8,35.3,W Hotels,"Room Service,Breakfast,Parking,Beach Access,Kitchen,Bar",3.9,Rome,Italy
H01041,Barcelona Park Lodge,"Barcelona, Spain","[41.30227, 2.266614]",4.0,9.7,10,B&B,0.6,35.8,Sheraton,"Room Service,Balcony,WiFi,Parking,Kitchen,Spa,Concierge,Gym,Bar,Laundry,Business Center,Beach Access",1.9,Barcelona,Spain
