hotel_id,name,location,coordinates,star_rating,review_score,review_count,property_type,distance_to_center,distance_to_airport,chain_brand,amenities,sustainability_rating,city,country
H00260,Paris Premier Inn,"Paris, France","[48.806697, 2.451983]",3.0,10.0,414,Hotel,7.6,35.0,Hampton Inn,"Kitchen,Room Service,Pet Friendly,WiFi,Airport Shuttle,24h Front Desk,Concierge,Conference Rooms,Spa,Balcony,Air Conditioning",3.8,Paris,France
H00261,Smith PLC Resort,"Berlin, Germany","[52.498868, 13.43883]",4.0,8.9,508,Hotel,11.5,29.4,Holiday Inn,"Spa,24h Front Desk,Balcony,Parking,Bar,Pool,Concierge,WiFi,Restaurant,Pet Friendly,Business Center,Conference Rooms,Air Conditioning",3.9,Berlin,Germany
H00262,Central Miami Manor,"Miami, USA","[25.800647, -80.19208]",4.0,9.5,574,Resort,1.5,19.7,Hilton,"Pet Friendly,Room Service,Bar,24h Front Desk,WiFi,Spa,Laundry,Beach Access,Gym,Concierge,Air Conditioning,Conference Rooms",1.1,Miami,USA
H00263,Ferrell Jones and Lewis Suites,"Singapore, Singapore","[1.349086, 103.84254]",5.0,10.0,2548,Hotel,10.2,25.1,Radisson,"Conference Rooms,Kitchen,Pool,Breakfast,Spa,Airport Shuttle,Concierge,WiFi,24h Front Desk,Balcony,Room Service,Business Center",3.9,Singapore,Singapore
H00264,Royal Rome Suites,"Rome, Italy","[41.869784, 12.521001]",5.0,9.7,1206,Hostel,0.5,22.2,Westin,"WiFi,Parking,Concierge,Spa,Conference Rooms,Breakfast,Laundry,Pet Friendly,Gym,Room Service,Pool,Air Conditioning,Kitchen",2.2,Rome,Italy
H00265,Anderson-Bailey Manor,"São Paulo, Brazil","[-23.531671, -46.592807]",3.0,8.1,882,Hotel,5.4,21.3,Four Seasons,"Room Service,Conference Rooms,Balcony,Beach Access,Pet Friendly,Air Conditioning,Kitchen,Restaurant,Gym,WiFi",3.2,São Paulo,Brazil
H00266,Prague Premier Hotel,"Prague, Czech Republic","[50.082669, 14.386331]",3.0,7.7,873,Hotel,0.2,16.3,Courtyard,"Business Center,WiFi,Breakfast,Gym,Spa,Concierge,Parking,Airport Shuttle,Beach Access,Balcony,Pool",4.1,Prague,Czech Republic
H00267,Suarez Inn,"Amsterdam, Netherlands","[52.458267, 4.871228]",3.0,8.2,421,Villa,3.1,36.2,Holiday Inn,"Laundry,Parking,Conference Rooms,Beach Access,Pool,Air Conditioning,Concierge,Gym",1.8,Amsterdam,Netherlands
H00268,Moore-Bass Inn,"Sydney, Australia","[-33.796375, 151.188627]",4.0,9.3,390,B&B,0.2,8.3,Hyatt,"Spa,Beach Access,Pool,WiFi,Restaurant,Airport Shuttle,Laundry,Gym,Bar,Pet Friendly",3.1,Sydney,Australia
H00269,Premier Dubai Manor,"Dubai, UAE","[25.28048, 55.240132]",3.0,8.1,382,Hotel,0.9,24.2,Hilton,"Airport Shuttle,Bar,Spa,24h Front Desk,Balcony,Business Center,Restaurant,Room Service,Pet Friendly,Laundry,Air Conditioning,Gym",2.1,Dubai,UAE
H00270,Madrid Crown House,"Madrid, Spain","[40.344318, -3.693437]",3.0,8.4,832,Hotel,2.7,26.9,Radisson,"Spa,Concierge,Air Conditioning,Laundry,Bar,Parking,Room Service,24h Front Desk",3.5,Madrid,Spain
H00271,Turner Riggs and Roman Lodge,"Miami, USA","[25.821196, -80.141116]",4.0,8.4,379,Hotel,6.0,30.5,InterContinental,"Air Conditioning,Spa,Concierge,Laundry,Pool,Beach Access,Restaurant,Airport Shuttle,Bar,WiFi,Conference Rooms,Breakfast,Pet Friendly",1.8,Miami,USA
H00272,Sydney Garden House,"Sydney, Australia","[-33.851771, 151.261666]",4.0,9.8,629,Hotel,1.8,22.4,Sheraton,"Business Center,Air Conditioning,Pet Friendly,24h Front Desk,Restaurant,Concierge,Laundry,Conference Rooms,Parking,WiFi,Airport Shuttle,Gym",4.8,Sydney,Australia
H00273,New York Palace Hotel,"New York, USA","[40.693531, -73.984977]",3.0,8.0,1241,Villa,1.7,20.6,Accor,"Air Conditioning,Airport Shuttle,Business Center,Breakfast,Conference Rooms,WiFi,Beach Access,Spa",3.9,New York,USA
H00274,Smith Montoya and Evans Hotel,"Los Angeles, USA","[33.971871, -118.156221]",2.0,8.3,609,Hotel,0.7,15.3,InterContinental,"Breakfast,Laundry,Gym,Air Conditioning,Beach Access,Bar,Pool",4.5,Los Angeles,USA
H00275,Garcia Humphrey and Baker Suites,"Singapore, Singapore","[1.31717, 103.776274]",4.0,10.0,1119,Resort,0.3,30.0,Holiday Inn,"Concierge,Pool,Kitchen,WiFi,Gym,24h Front Desk,Parking,Beach Access,Airport Shuttle,Restaurant,Conference Rooms",4.7,Singapore,Singapore
H00276,Dubai Central Inn,"Dubai, UAE","[25.2284, 55.294912]",4.0,8.6,1629,Hotel,1.4,42.1,Hampton Inn,"Pool,Business Center,Laundry,Airport Shuttle,Air Conditioning,Pet Friendly,Balcony,Bar,Kitchen,Breakfast,Beach Access,Parking",4.7,Dubai,UAE
H00277,Palace Istanbul Resort,"Istanbul, Turkey","[40.92231, 28.992643]",4.0,9.6,1317,Apartment,1.8,11.6,InterContinental,"Balcony,Pet Friendly,Spa,Pool,Bar,Business Center,Gym,Breakfast,24h Front Desk,Room Service,Beach Access",3.8,Istanbul,Turkey
H00278,Garden Singapore Suites,"Singapore, Singapore","[1.386746, 103.919426]",4.0,8.8,3303,Hotel,1.1,7.3,W Hotels,"Room Service,Laundry,Beach Access,Airport Shuttle,Spa,24h Front Desk,Kitchen,WiFi,Balcony,Pet Friendly,Parking",3.0,Singapore,Singapore
H00279,Bangkok Silver Suites,"Bangkok, Thailand","[13.795958, 100.500973]",2.0,7.7,316,Resort,0.9,22.2,Ritz-Carlton,"Restaurant,Air Conditioning,WiFi,Balcony,Pool",1.3,Bangkok,Thailand
H00280,Madrid Park Suites,"Madrid, Spain","[40.402812, -3.664281]",3.0,8.6,1514,Hotel,1.1,28.3,Independent,"Breakfast,Bar,Restaurant,Spa,24h Front Desk,Airport Shuttle,Parking",2.0,Madrid,Spain
H00281,Premier Amsterdam Lodge,"Amsterdam, Netherlands","[52.26036, 4.930742]",4.0,9.7,1868,Hotel,7.4,23.7,Holiday Inn,"Conference Rooms,24h Front Desk,Airport Shuttle,Parking,Laundry,Breakfast,Gym,Concierge,Room Service,Balcony,Beach Access",2.4,Amsterdam,Netherlands
H00282,Newton and Sons Lodge,"Istanbul, Turkey","[41.024594, 28.96691]",4.0,8.8,967,Hostel,3.4,25.1,St. Regis,"Room Service,Beach Access,Breakfast,Parking,Pet Friendly,Laundry,Airport Shuttle,Gym,Air Conditioning",4.4,Istanbul,Turkey
H00283,Crown Prague Hotel,"Prague, Czech Republic","[50.05603, 14.517345]",5.0,9.4,1679,Hotel,3.6,20.8,Westin,"Spa,Pet Friendly,Kitchen,Air Conditioning,Concierge,Airport Shuttle,Breakfast,Conference Rooms,Restaurant,Room Service,WiFi,24h Front Desk,Pool,Parking,Beach Access",1.7,Prague,Czech Republic
H00284,Barcelona Golden Hotel,"Barcelona, Spain","[41.370346, 2.222191]",2.0,8.1,434,Hotel,0.3,29.2,Best Western,"Bar,Parking,Conference Rooms,Restaurant,Pool",1.9,Barcelona,Spain
H00285,Los Angeles Park Suites,"Los Angeles, USA","[33.981319, -118.213707]",4.0,9.1,320,Hotel,9.6,35.2,Ibis,"Spa,Kitchen,Business Center,24h Front Desk,Breakfast,Conference Rooms,Balcony,Concierge,Pet Friendly,Restaurant",2.7,Los Angeles,USA
H00286,Prague Premier Resort,"Prague, Czech Republic","[50.179922, 14.531348]",4.0,9.4,1453,Hotel,6.1,12.0,Hampton Inn,"Kitchen,Pool,WiFi,Conference Rooms,Room Service,Parking,Concierge,24h Front Desk,Business Center,Spa,Bar,Balcony",3.5,Prague,Czech Republic
H00287,Imperial Los Angeles Lodge,"Los Angeles, USA","[34.064792, -118.289544]",4.0,9.0,184,Resort,0.7,33.6,Courtyard,"Bar,Gym,Beach Access,Kitchen,Spa,Room Service,WiFi,Laundry,Restaurant,Conference Rooms",1.8,Los Angeles,USA
H00288,London Silver Lodge,"London, UK","[51.495669, -0.142784]",4.0,9.2,1888,Hotel,3.0,17.4,Best Western,"Airport Shuttle,Laundry,Restaurant,Pool,Kitchen,Breakfast,Bar,Parking,WiFi,Beach Access,24h Front Desk",3.8,London,UK
H00289,New York Central Resort,"New York, USA","[40.775025, -73.999399]",3.0,8.6,597,Hotel,4.7,11.8,Westin,"Airport Shuttle,Balcony,Business Center,Bar,Gym,24h Front Desk,Conference Rooms,Air Conditioning,Room Service",4.4,New York,USA
H00290,Campbell-Clark Lodge,"Prague, Czech Republic","[50.065351, 14.397798]",5.0,10.0,736,Hotel,10.3,34.4,Renaissance,"Airport Shuttle,Pet Friendly,Parking,Room Service,Air Conditioning,Conference Rooms,Concierge,24h Front Desk,Beach Access,WiFi,Pool,Bar,Business Center,Kitchen",1.3,Prague,Czech Republic
H00291,Crown Paris Resort,"Paris, France","[48.846903, 2.319035]",4.0,9.1,5000,Hotel,1.2,18.6,Holiday Inn,"Airport Shuttle,24h Front Desk,Spa,Breakfast,Conference Rooms,Air Conditioning,Pet Friendly,Restaurant,WiFi,Laundry,Bar,Beach Access,Business Center,Kitchen",2.5,Paris,France
H00292,Harris-Walters Suites,"Bangkok, Thailand","[13.696817, 100.471563]",2.0,6.5,769,Hotel,0.7,34.7,InterContinental,"Gym,Spa,Bar,WiFi,Beach Access,Breakfast,Airport Shuttle,Concierge",3.6,Bangkok,Thailand
H00293,Plaza Rome Lodge,"Rome, Italy","[41.916227, 12.57205]",4.0,9.9,1671,Apartment,2.2,29.1,Hyatt,"Kitchen,Concierge,Gym,Restaurant,WiFi,Business Center,Pet Friendly,Bar,Air Conditioning,Pool,Airport Shuttle,Breakfast",3.5,Rome,Italy
H00294,Wagner-King Lodge,"Mumbai, India","[19.032946, 72.855548]",4.0,9.0,2653,Apartment,2.7,27.2,Hyatt,"Business Center,Conference Rooms,Concierge,24h Front Desk,Laundry,Airport Shuttle,Room Service,Kitchen,Bar,WiFi,Balcony,Pool",3.6,Mumbai,India
H00295,Mumbai Park House,"Mumbai, India","[19.169231, 72.933196]",5.0,10.0,1890,Hotel,0.7,14.1,Marriott,"Pool,Gym,Pet Friendly,Balcony,Spa,Restaurant,24h Front Desk,Airport Shuttle,Laundry,Parking,Beach Access,Kitchen",1.9,Mumbai,India
H00296,Davis Group House,"Miami, USA","[25.722462, -80.191019]",4.0,9.7,249,Hotel,5.2,20.2,Best Western,"Bar,Kitchen,Business Center,Restaurant,24h Front Desk,Air Conditioning,Laundry,Conference Rooms,Balcony,Airport Shuttle,Gym,Pet Friendly",3.6,Miami,USA
H00297,London Premier Manor,"London, UK","[51.55373, -0.182728]",4.0,9.2,1213,Hotel,0.9,31.0,Best Western,"Kitchen,Beach Access,Restaurant,Spa,Pool,WiFi,Parking,Concierge,Room Service,Conference Rooms,Airport Shuttle",1.9,London,UK
H00298,Rome Crown Hotel,"Rome, Italy","[41.855383, 12.538809]",4.0,8.6,2024,Hotel,0.3,32.6,Courtyard,"Concierge,Balcony,Restaurant,Bar,Breakfast,Spa,Parking,Kitchen,Laundry,Pool,Gym,WiFi,Business Center",3.8,Rome,Italy
H00299,Silver Tokyo Hotel,"Tokyo, Japan","[35.653196, 139.646981]",3.0,8.2,733,Hotel,3.3,31.8,Westin,"Room Service,Breakfast,Air Conditioning,Airport Shuttle,Pet Friendly,Gym,Balcony,Concierge,Spa",4.6,Tokyo,Japan
H00300,Prague Park Resort,"Prague, Czech Republic","[50.060398, 14.454553]",3.0,8.6,257,Hotel,20.4,26.3,Marriott,"Air Conditioning,Laundry,Airport Shuttle,Parking,Restaurant,Balcony,Breakfast",2.3,Prague,Czech Republic
H00301,Prague Plaza Suites,"Prague, Czech Republic","[50.09393, 14.453586]",4.0,9.2,167,Hotel,1.3,28.3,St. Regis,"Business Center,Beach Access,Concierge,Conference Rooms,Pet Friendly,Gym,Airport Shuttle,Air Conditioning,Bar,Breakfast",2.3,Prague,Czech Republic
H00302,Tokyo Silver Resort,"Tokyo, Japan","[35.747768, 139.681403]",4.0,9.9,1724,Resort,6.0,45.2,Hilton,"Bar,Gym,Conference Rooms,Restaurant,Room Service,Balcony,Pet Friendly,Airport Shuttle,Pool,Concierge,WiFi,Kitchen,Parking,Air Conditioning",3.3,Tokyo,Japan
H00303,Golden Istanbul Lodge,"Istanbul, Turkey","[41.096639, 28.953793]",4.0,8.5,1090,Villa,7.9,28.7,Hyatt,"Conference Rooms,Kitchen,Breakfast,Air Conditioning,Restaurant,Bar,Room Service,Spa,Parking,Balcony",1.8,Istanbul,Turkey
H00304,Garden Singapore Resort,"Singapore, Singapore","[1.247099, 103.851075]",5.0,10.0,1348,Resort,3.4,18.5,Hyatt,"Pet Friendly,Balcony,WiFi,Business Center,Bar,24h Front Desk,Conference Rooms,Gym,Breakfast,Laundry,Airport Shuttle,Parking,Beach Access,Concierge",2.5,Singapore,Singapore
H00305,Barcelona Silver Manor,"Barcelona, Spain","[41.385169, 2.109561]",5.0,10.0,1568,Hotel,0.5,37.3,Hyatt,"Pet Friendly,Business Center,Pool,Room Service,Beach Access,Balcony,Breakfast,Concierge,WiFi,Air Conditioning,Bar,Kitchen,Restaurant,Laundry,Parking,Gym,Conference Rooms",1.7,Barcelona,Spain
H00306,Bangkok Golden Manor,"Bangkok, Thailand","[13.840551, 100.601153]",4.0,8.9,2179,Resort,5.5,38.3,Courtyard,"Conference Rooms,24h Front Desk,Business Center,Balcony,Breakfast,Bar,Concierge,Laundry,Kitchen,Pet Friendly,Parking,WiFi,Gym",4.2,Bangkok,Thailand
H00307,Williams-Cook Suites,"Rome, Italy","[41.853787, 12.649497]",5.0,9.4,1275,Hotel,7.6,42.6,Marriott,"Restaurant,Bar,Breakfast,Pet Friendly,Spa,Airport Shuttle,Air Conditioning,Room Service,Kitchen,Pool,Business Center,Parking,Conference Rooms,Laundry",2.4,Rome,Italy
H00308,Imperial Amsterdam Inn,"Amsterdam, Netherlands","[52.446251, 4.900403]",2.0,7.4,53,Hostel,3.2,27.6,Sheraton,"Pool,Restaurant,Bar,Breakfast,Beach Access,Laundry,Parking",1.8,Amsterdam,Netherlands
H00309,Bangkok Crown Lodge,"Bangkok, Thailand","[13.747977, 100.512394]",5.0,9.6,2434,B&B,0.1,27.5,Courtyard,"24h Front Desk,Breakfast,WiFi,Parking,Gym,Spa,Business Center,Balcony,Concierge,Pet Friendly,Air Conditioning,Laundry,Room Service,Restaurant,Pool,Airport Shuttle",4.9,Bangkok,Thailand
H00310,Walsh Lodge,"Madrid, Spain","[40.457817, -3.729621]",4.0,9.1,4443,Villa,0.3,28.1,InterContinental,"Airport Shuttle,Laundry,Gym,Business Center,24h Front Desk,Room Service,Kitchen,Pool,WiFi,Spa,Conference Rooms,Parking",2.5,Madrid,Spain
H00311,Crown Madrid Resort,"Madrid, Spain","[40.38382, -3.739043]",2.0,6.7,63,Hotel,0.5,24.4,Independent,"Air Conditioning,Pool,Kitchen,Balcony,Spa",2.1,Madrid,Spain
H00312,Istanbul Park Inn,"Istanbul, Turkey","[41.032172, 28.91824]",4.0,8.7,317,Hotel,3.4,19.2,W Hotels,"WiFi,Concierge,Balcony,Breakfast,Pet Friendly,Kitchen,Beach Access,Air Conditioning,Conference Rooms,Room Service,Spa",1.3,Istanbul,Turkey
H00313,Golden Mumbai Suites,"Mumbai, India","[19.05703, 72.894303]",3.0,8.8,151,Hotel,2.0,30.7,Courtyard,"Spa,Concierge,Restaurant,Conference Rooms,Air Conditioning,24h Front Desk,Beach Access,Pool",4.2,Mumbai,India
H00314,Figueroa PLC Inn,"Rome, Italy","[41.813507, 12.505592]",3.0,9.7,140,Hotel,0.3,32.8,Ibis,"WiFi,Beach Access,Balcony,Spa,Breakfast,Room Service",2.8,Rome,Italy
H00315,Dubai Palace Suites,"Dubai, UAE","[25.145507, 55.154702]",3.0,8.7,990,Apartment,5.9,28.9,St. Regis,"Spa,Restaurant,Concierge,Conference Rooms,Balcony,Kitchen,Air Conditioning,Room Service,Parking,Bar,Pet Friendly,Breakfast",4.4,Dubai,UAE
H00316,Patterson Smith and Jones House,"Istanbul, Turkey","[40.911816, 28.964456]",5.0,10.0,325,Hotel,2.0,24.3,St. Regis,"Air Conditioning,Bar,Pet Friendly,Beach Access,Conference Rooms,Restaurant,Parking,Breakfast,Kitchen,Room Service,Gym,Pool,Spa,Business Center,24h Front Desk,Balcony,WiFi,Airport Shuttle",4.4,Istanbul,Turkey
H00317,São Paulo Silver Suites,"São Paulo, Brazil","[-23.564156, -46.580578]",3.0,8.1,1293,Hotel,0.7,44.0,Hyatt,"Pool,Bar,24h Front Desk,WiFi,Gym",3.0,São Paulo,Brazil
H00318,Mckee Gardner and Davenport Lodge,"New York, USA","[40.794098, -73.991219]",4.0,8.4,558,Hotel,0.6,29.0,Hilton,"Conference Rooms,Business Center,Pet Friendly,Gym,Pool,Kitchen,Room Service,Concierge,Parking,Airport Shuttle",2.1,New York,USA
H00319,Tran Jordan and Williams Resort,"Madrid, Spain","[40.438899, -3.725319]",3.0,8.6,3153,Hotel,0.5,37.2,Independent,"Air Conditioning,Laundry,WiFi,Room Service,Parking,Spa,Kitchen,24h Front Desk",2.5,Madrid,Spain
H00320,Madrid Park Suites,"Madrid, Spain","[40.39114, -3.644814]",2.0,7.7,953,Hotel,0.7,15.2,W Hotels,"Pool,Pet Friendly,Business Center,WiFi,Bar,Beach Access,Restaurant",4.5,Madrid,Spain
H00321,Nolan-Flynn Resort,"Rome, Italy","[41.917609, 12.515161]",3.0,9.1,148,Hotel,1.3,24.7,Independent,"Balcony,WiFi,Gym,Kitchen,Parking,Pet Friendly,Concierge,Conference Rooms,Air Conditioning,Bar",4.7,Rome,Italy
H00322,Rome Royal Lodge,"Rome, Italy","[41.857316, 12.449575]",2.0,7.3,163,Hotel,4.3,33.9,Hampton Inn,"Laundry,24h Front Desk,WiFi,Conference Rooms,Bar",1.6,Rome,Italy
H00323,Nolan and Sons House,"Prague, Czech Republic","[50.17246, 14.36775]",4.0,9.8,224,Hotel,0.7,26.4,Marriott,"Spa,Balcony,Conference Rooms,Kitchen,Laundry,Room Service,Parking,Business Center,Beach Access,Bar,24h Front Desk",3.5,Prague,Czech Republic
H00324,Royal Miami Suites,"Miami, USA","[25.655172, -80.166387]",5.0,10.0,77,Hotel,5.5,19.9,Holiday Inn,"Spa,Conference Rooms,Gym,24h Front Desk,Business Center,Airport Shuttle,Pet Friendly,Beach Access,Bar,Room Service,Concierge,Breakfast,WiFi,Parking,Kitchen",1.6,Miami,USA
H00325,Wright Garcia and Deleon Inn,"New York, USA","[40.635143, -74.021075]",2.0,7.7,197,Hotel,1.4,20.5,Sheraton,"Kitchen,Bar,Air Conditioning,Airport Shuttle",4.0,New York,USA
H00326,Dickson-Brady Hotel,"Rome, Italy","[41.965657, 12.459852]",3.0,8.8,1018,Hotel,0.2,26.1,Hyatt,"Air Conditioning,Room Service,Business Center,Kitchen,Conference Rooms,Spa,Laundry,Concierge,24h Front Desk,Parking",1.1,Rome,Italy
H00327,Golden Miami Inn,"Miami, USA","[25.838393, -80.184908]",5.0,9.6,45,B&B,3.3,23.8,Novotel,"Beach Access,WiFi,Kitchen,Pool,Air Conditioning,Bar,Parking,Laundry,Business Center,Concierge,Restaurant,Pet Friendly",3.4,Miami,USA
H00328,Amsterdam Golden Suites,"Amsterdam, Netherlands","[52.378336, 4.947558]",4.0,9.0,3528,Hotel,1.0,30.3,Holiday Inn,"Breakfast,Restaurant,Pool,Balcony,Concierge,Business Center,Conference Rooms,WiFi,Air Conditioning,Bar,Room Service,Gym",4.9,Amsterdam,Netherlands
H00329,London Silver House,"London, UK","[51.556963, -0.075881]",2.0,7.1,49,Hotel,0.9,35.0,Courtyard,"WiFi,Room Service,24h Front Desk",4.7,London,UK
H00330,Madrid Park Resort,"Madrid, Spain","[40.393475, -3.671776]",3.0,8.3,57,B&B,1.8,28.0,Ibis,"Kitchen,Conference Rooms,Business Center,Breakfast,Air Conditioning,Parking",3.0,Madrid,Spain
H00331,Hancock and Sons House,"Dubai, UAE","[25.308582, 55.252186]",3.0,8.8,776,Villa,5.1,15.5,Renaissance,"Pet Friendly,24h Front Desk,Conference Rooms,Laundry,Bar,Parking,Gym,Balcony,Airport Shuttle,Spa",2.6,Dubai,UAE
H00332,Istanbul Golden House,"Istanbul, Turkey","[41.095568, 29.035181]",5.0,9.4,475,Hotel,1.7,20.1,W Hotels,"Concierge,24h Front Desk,Room Service,Restaurant,Balcony,Business Center,Breakfast,WiFi,Gym,Kitchen,Laundry,Pet Friendly,Bar",4.3,Istanbul,Turkey
H00333,Paris Crown Hotel,"Paris, France","[48.868066, 2.437833]",3.0,8.4,320,Hotel,1.7,34.1,Accor,"24h Front Desk,Spa,Bar,Pool,Room Service",2.4,Paris,France
H00334,Johnson-Doyle Suites,"Prague, Czech Republic","[50.080788, 14.464974]",4.0,9.3,2064,Hostel,1.5,33.1,Accor,"Conference Rooms,Pet Friendly,Breakfast,Beach Access,Kitchen,WiFi,Room Service,Pool,Bar,Airport Shuttle,Parking,Spa,Gym,Concierge,Business Center",2.3,Prague,Czech Republic
H00335,Patton-Jenkins Inn,"New York, USA","[40.736136, -73.980682]",2.0,7.7,374,Hotel,11.8,40.2,Ibis,"24h Front Desk,Parking,Laundry,Restaurant",1.1,New York,USA
H00336,São Paulo Plaza Lodge,"São Paulo, Brazil","[-23.520394, -46.680896]",4.0,9.2,227,Villa,5.1,30.8,Novotel,"Breakfast,24h Front Desk,Gym,Kitchen,Bar,Air Conditioning,Spa,Laundry",4.9,São Paulo,Brazil
H00337,Palace Barcelona Manor,"Barcelona, Spain","[41.381801, 2.195933]",3.0,8.2,48,Resort,1.8,30.6,Courtyard,"Laundry,Pet Friendly,Balcony,Beach Access,Concierge,Gym,Kitchen,WiFi",2.0,Barcelona,Spain
H00338,New York Park Lodge,"New York, USA","[40.646026, -73.951865]",4.0,9.0,2062,Hotel,4.9,21.7,Hyatt,"Room Service,Bar,24h Front Desk,Spa,Balcony,Pool,Business Center",2.3,New York,USA
H00339,Crown Tokyo Resort,"Tokyo, Japan","[35.672786, 139.607731]",3.0,9.0,225,Hotel,5.0,20.9,Radisson,"Conference Rooms,Restaurant,Gym,24h Front Desk,Parking,Spa,Laundry,Pet Friendly",2.8,Tokyo,Japan
H00340,Shields Cochran and Adams Inn,"Bangkok, Thailand","[13.813995, 100.511321]",3.0,8.6,682,Hotel,0.5,19.9,St. Regis,"Bar,WiFi,Pool,Pet Friendly,Airport Shuttle,Concierge,Business Center,Laundry",3.6,Bangkok,Thailand
H00341,Los Angeles Central Suites,"Los Angeles, USA","[34.138373, -118.218746]",5.0,9.9,185,Resort,8.4,19.1,Courtyard,"Restaurant,Kitchen,Bar,Laundry,Concierge,Conference Rooms,Airport Shuttle,Air Conditioning,Balcony,Beach Access,Breakfast,Business Center,Spa",2.4,Los Angeles,USA
H00342,Rodriguez Brennan and Garrison Suites,"Berlin, Germany","[52.531211, 13.462954]",4.0,9.0,2022,Hotel,0.3,38.8,Four Seasons,"Parking,WiFi,Breakfast,Balcony,Restaurant,Bar,Air Conditioning,Business Center",2.4,Berlin,Germany
H00343,Vienna Premier Manor,"Vienna, Austria","[48.266067, 16.43813]",4.0,9.1,240,Hotel,5.3,24.1,Novotel,"WiFi,Concierge,Parking,Business Center,Beach Access,Conference Rooms,Bar,Spa,Room Service,Laundry",1.7,Vienna,Austria
H00344,Singapore Plaza Hotel,"Singapore, Singapore","[1.325633, 103.744076]",5.0,10.0,1047,Villa,7.4,22.4,Accor,"Business Center,Conference Rooms,Gym,Concierge,Beach Access,Breakfast,24h Front Desk,Balcony,Parking,Airport Shuttle,Restaurant,Pet Friendly,Laundry,Spa,Pool",3.5,Singapore,Singapore
H00345,Imperial São Paulo Manor,"São Paulo, Brazil","[-23.477277, -46.661379]",4.0,10.0,671,Resort,5.2,27.3,Accor,"Laundry,Conference Rooms,Air Conditioning,Room Service,Airport Shuttle,WiFi,Gym,Beach Access,Breakfast,24h Front Desk,Concierge,Pool",3.2,São Paulo,Brazil
H00346,Park London Hotel,"London, UK","[51.494974, -0.226153]",5.0,9.4,3698,Hotel,2.2,20.3,St. Regis,"Business Center,Gym,Restaurant,WiFi,Air Conditioning,Spa,Bar,Room Service,Kitchen,Beach Access,Concierge,Airport Shuttle,Balcony,Breakfast,Conference Rooms,Pool",2.2,London,UK
H00347,Miami Premier Hotel,"Miami, USA","[25.750417, -80.19608]",4.0,10.0,509,Resort,4.9,23.7,Westin,"Bar,Room Service,Conference Rooms,24h Front Desk,WiFi,Pool,Balcony,Pet Friendly,Spa,Breakfast",4.1,Miami,USA
H00348,Los Angeles Golden Lodge,"Los Angeles, USA","[34.081193, -118.161226]",3.0,8.9,1048,Hotel,1.1,13.5,InterContinental,"Spa,Balcony,Room Service,Air Conditioning,24h Front Desk,Airport Shuttle,Restaurant,Bar,Gym",3.2,Los Angeles,USA
H00349,Barcelona Plaza Lodge,"Barcelona, Spain","[41.368709, 2.156475]",4.0,9.9,2738,Hotel,1.5,35.5,InterContinental,"Air Conditioning,Parking,Room Service,Pet Friendly,Pool,Concierge,Airport Shuttle,Spa,Beach Access,24h Front Desk,Kitchen",1.7,Barcelona,Spain
H00350,Imperial Singapore Suites,"Singapore, Singapore","[1.43487, 103.84436]",3.0,8.2,2348,Hotel,2.6,23.9,Hyatt,"Business Center,WiFi,Pool,Air Conditioning,Restaurant,Bar,24h Front Desk",2.6,Singapore,Singapore
H00351,Garden São Paulo Resort,"São Paulo, Brazil","[-23.559621, -46.631746]",2.0,7.3,24,Hotel,1.5,25.4,Holiday Inn,"Airport Shuttle,Pool,Breakfast,Pet Friendly,Restaurant,Balcony,Conference Rooms,24h Front Desk",2.1,São Paulo,Brazil
H00352,Istanbul Plaza Lodge,"Istanbul, Turkey","[41.03035, 29.002074]",4.0,9.1,563,Hotel,5.4,25.7,Four Seasons,"Pet Friendly,Laundry,Room Service,WiFi,24h Front Desk,Bar,Beach Access,Gym,Restaurant,Balcony",4.2,Istanbul,Turkey
H00353,Silver Rome House,"Rome, Italy","[41.934583, 12.468963]",3.0,7.4,1840,Hotel,0.7,-4.1,St. Regis,"Breakfast,Bar,Kitchen,Pet Friendly,Airport Shuttle,Balcony,Business Center",2.3,Rome,Italy
H00354,Crown Madrid Lodge,"Madrid, Spain","[40.398059, -3.765671]",3.0,8.5,763,Hotel,0.5,32.1,Novotel,"Gym,Balcony,Restaurant,Laundry,Parking,Concierge,Kitchen,Conference Rooms,Bar,Business Center",2.1,Madrid,Spain
H00355,Madrid Crown Suites,"Madrid, Spain","[40.501705, -3.747054]",3.0,9.2,193,Resort,0.9,15.0,St. Regis,"WiFi,Pet Friendly,Business Center,Airport Shuttle,Gym,Balcony,Conference Rooms",2.6,Madrid,Spain
H00356,Berlin Imperial Resort,"Berlin, Germany","[52.482378, 13.453766]",3.0,8.7,1006,Hotel,4.0,36.8,Hilton,"Beach Access,Parking,Airport Shuttle,Concierge,Kitchen,Pool,Laundry,Conference Rooms",2.4,Berlin,Germany
H00357,Premier Rome Hotel,"Rome, Italy","[41.883965, 12.486084]",4.0,9.5,1034,Hostel,1.0,47.8,Marriott,"Spa,Air Conditioning,Room Service,Beach Access,Pool,Parking,Airport Shuttle,Kitchen,Concierge,Business Center,Conference Rooms,Restaurant,WiFi,Gym",2.6,Rome,Italy
